MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,Species,RecordID
1.0,0.20282922337591897,0.0925641393289487,0.47542310249413,0.22479019641310996,0.00745037411295404,-0.18472050407914703,0.0504696392548664,0.29819568476067604,0.0870376450703885,-0.320226369388385,-0.000250877587337277,0.30893034821629306,-0.0757029349432541,-0.29257479239692896,0.00980040592169993,0.14540100731356198,0.0219856110716488,-0.0653697257426392,-0.138025467466323,0.0253610015745761,0.22143554741452304,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,20
1.0,0.44978053595839,0.261928916004725,0.394661341777019,0.0401380272629881,0.0698488560742451,0.23127861630240398,0.0994050902708031,-0.0924464896903804,0.0194080860149798,0.215607081625752,-0.0429269325174004,-0.28612640587179305,0.0907690880357423,0.17406859521184698,-0.152196424846407,-0.143275813897982,0.0711114201321823,0.0134364430055932,-0.0804575350630509,-0.0176882649910609,0.0293659348252235,Dendrobatidae,Ameerega,Ameeregatrivittata,13
1.0,0.12384180845085001,0.10284607295464099,0.5886798155576191,0.169435576589945,0.0881295199302968,-0.0961009274258765,0.0471730107168468,0.279636461943432,-0.0212468392759597,-0.41026457052873605,0.12274298233755698,0.41270937290678494,-0.0965314106045646,-0.23427511210102103,0.127246911627841,0.21627244929634898,-0.0469040513850499,-0.166938031770517,-0.17430292579854903,0.0779675918490399,0.20476998131251997,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,15
1.0,0.41162852710711895,0.31817298314325704,0.5325191386518541,0.18114520347445398,0.0398458367580611,-0.0653353324510803,0.0748942488106974,0.248024095275481,-0.0209914378706145,-0.32012723590935804,0.10426741932459199,0.30464809625228,-0.13659847943192502,-0.240190130684395,0.0678318831932569,0.12729851454205302,-0.0280721213082244,-0.0693157071153924,-0.0698916514349016,0.0988171288320205,0.23246343967396804,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,14
1.0,0.460879536350537,0.926885164265396,0.242156760382746,-0.15308366002548598,0.378960683600714,0.0980811987178473,-0.121248453982623,0.165792568751596,0.0508766100427263,-0.0926386282228021,0.080388282983904,-0.0160724853783694,0.00430925478591896,0.0926365588857237,-0.0685000745687244,0.0190008497304817,0.0256782704802101,-0.0772452586296143,-0.0074116536355291794,0.0525340161696798,0.0368275275983909,Leptodactylidae,Leptodactylus,LeptodactylusFuscus,46
1.0,0.345816603370909,0.0167193173731833,0.0653590475339335,0.17863614504585798,0.21951180521533803,0.134746414139062,-0.00903837205235462,0.0694450795898668,0.164905398563314,-0.0521158021260046,-0.301272990987401,-0.173716355897418,0.24260199627637397,0.303180013361515,0.09189404374379401,-0.0995196671584145,-0.187321852813465,-0.114207102941622,0.0313076711055145,0.121133807389013,0.0516378380007267,Leptodactylidae,Adenomera,AdenomeraAndre,4
1.0,0.17904587272140196,0.354255081331253,0.29321585730808697,0.19827787364214397,0.233670550186682,0.0677414819043932,-0.190734227071404,-0.0416037023802333,0.0684738473830852,0.0507185905335302,0.0583448525731613,0.10501647359354199,-0.0751489800523468,-0.125253272451556,0.0600167615621511,0.12164451211460302,-0.00681938256446558,-0.000790150705275439,-0.00336953017719984,-0.0585293057476214,0.021936021023118004,Hylidae,Hypsiboas,HypsiboasCordobae,42
1.0,0.347605091257485,0.23017072817950301,0.566042376875256,0.224161859658782,0.0630614474539118,-0.0990687671523199,-0.00878904274338294,0.24091705582603,0.0939894241939491,-0.27288565717045,0.0604691004551752,0.358437735763874,-0.0688561929015959,-0.294516755143417,0.0834182914226402,0.225966140655028,0.0116877655451541,-0.0970098392976445,-0.140839034405237,-0.0383394878813046,0.19668415571774103,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,22
1.0,0.163420668901898,0.179552480085811,0.61848580177689,0.282786706198365,0.0160202685629286,-0.138969736408948,0.0286746206441482,0.209115249370084,-0.00189060947584512,-0.20472301363140602,0.166995450393357,0.21776317352277902,-0.272176625418386,-0.23440220846043502,0.20497024773614803,0.19401994496391897,-0.11048269415260699,-0.21599418597440898,-0.12291750089815599,0.157330854821396,0.214145467995785,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,24
1.0,0.271650836243353,0.261828824638061,0.6670769427480129,0.167458828604773,-0.0586325570083225,-0.18685942748327602,0.0534637064565816,0.201780934812927,-0.0668959021167633,-0.33858278854348195,0.11128437177619802,0.381983198741561,-0.0886293759469069,-0.266847466712434,0.10227187655845899,0.273903938259169,0.0528065631527431,-0.089970263684837,-0.13030814965946802,0.04546421263873,0.15447502134682997,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,17
1.0,0.340520584661381,-0.0128307092601992,0.304819844198574,0.46437087119403797,0.0930189413075347,-0.232960689496645,-0.139227107632567,0.132198609051983,0.228710757387796,-0.0237040284255204,-0.228721068616395,-0.0170257326610485,0.25338798549861397,0.16704990824784602,-0.078883425334422,-0.164705651707896,0.000519717665852883,0.151576396975065,0.0580520617746551,-0.0429342216102511,-0.0391883695814218,Dendrobatidae,Ameerega,Ameeregatrivittata,11
1.0,0.12437289859769,0.324297579731055,0.31239453384096,0.164900362765122,0.24055979114065604,0.116508037991302,-0.180233535799439,-0.0554465857740557,0.129544082196106,0.0637311864747045,0.0566054070959983,0.127563461515279,-0.0428580161192641,-0.127998356572212,0.0497078744664065,0.15113858995705898,0.0448089447420889,-0.00739289637859362,-0.0430192634953298,-0.0472538462690306,0.036592259714934995,Hylidae,Hypsiboas,HypsiboasCordobae,43
0.9810636483892851,0.6061029646329841,0.176967321888403,1.0,0.480269470230216,-0.095092348951643,-0.29870087575411997,0.11320988182995599,0.280620966021552,0.128439250823968,-0.24039068603282998,-0.0953209475615431,0.189005678664734,0.19116220023269298,-0.0898333058670596,-0.250903272304137,0.0368057334666462,0.12199333758704099,-0.0466943435283456,-0.284079320360079,-0.21266725444179896,0.150677615351498,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,20
1.0,0.472667857509431,0.24038901947358998,0.420829690344399,0.12202339268514699,0.0311513454875468,-0.0705419599366511,-0.00566031492485456,0.212225129268914,0.0804430202738629,-0.22679602388439202,0.0320960282024601,0.286355723094992,-0.0606758591724271,-0.221505604339084,0.0803158105844045,0.202897235352985,0.0476376406125151,-0.0672201747046193,-0.135830559377931,0.00610360962817083,0.208189255807316,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,22
1.0,0.275143133658392,0.22968249146488298,0.562376622339403,0.184048097693052,0.0204171968063533,-0.125273350048562,0.0664411701491295,0.305468287336844,0.0640763743119624,-0.28638718491913,0.152461737088324,0.403242999155687,-0.0409715994204666,-0.24026107045525896,0.126418746509975,0.277411777243836,0.0762113053070001,-0.0723628705683706,-0.149310962691534,0.0870262289693186,0.20750643238329197,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,23
1.0,0.28740226987898,-0.0598192942269013,0.293703459581188,0.43877359679453,0.18276684127785198,-0.225186986830066,-0.0917582202959037,0.18823319701709199,0.22798236554012197,-0.00319711280677956,-0.223782687425885,-0.0391132710261348,0.213070049587469,0.13053923971037198,-0.0646986935738005,-0.128968829578784,-0.0113171541909223,0.0829784012913476,0.000336414340527854,-0.0906593665182207,-0.0276416963476739,Dendrobatidae,Ameerega,Ameeregatrivittata,11
1.0,0.14164167585658702,0.480301288098682,0.340779612279485,-0.126589544085802,0.28796524812325003,0.339249003198395,-0.0750036141257882,0.0216756593707881,0.0625922642341461,-0.23223234394101702,0.0118959423005128,0.360001149568275,0.0713743181696102,-0.164144549616578,-0.00290098222625351,0.067647660226007,-0.0735783977065367,-0.0404484209557591,0.13997656480329598,0.148376631324952,-0.057825043110071,Leptodactylidae,Leptodactylus,LeptodactylusFuscus,47
1.0,0.6766858536275071,0.7883405391768791,0.42293237096578595,-0.26076882564493997,0.10929661587148999,0.39745238849408204,-0.165896918406787,-0.21005356990596302,0.24695918088465305,0.0135631047259388,-0.32457280187202303,0.171100324216039,0.16425271080480303,-0.24360938164336104,-0.0786648607540628,0.20762336144766896,-0.0423040619611952,-0.12299896549208197,0.122271800865013,0.12602696017526402,-0.0738614618327863,Leptodactylidae,Leptodactylus,LeptodactylusFuscus,45
1.0,0.31838114536481,0.393542217557824,0.622821589945055,0.112884058445531,-0.0303359765996215,-0.10656055443027802,0.0587371018335986,0.263550762174182,-0.0130884772801122,-0.321561605589901,0.144336642296891,0.448708978016284,-0.115867320374125,-0.330787134139363,0.12362851854316699,0.233735260697106,-0.0069385005411496895,-0.0784727725156147,-0.0255420040308061,0.170767924552917,0.223395028638486,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,19
1.0,0.37938043385945397,0.346810184964574,0.26910509861354104,-0.0251933840050906,0.0150686252752009,0.166423392357811,0.048035795452142,-0.0751017678448854,0.0410648542983364,0.0912107163480075,-0.0139599621478647,-0.0255732894234619,0.0469184762209295,0.0350241854177359,-0.0191382808451785,-0.00555754578656846,0.0203220493442051,0.0120628795367452,0.0014159456239924199,-0.0008327082507763139,0.00326724676736473,Bufonidae,Rhinella,Rhinellagranulosa,53
1.0,0.150755471298956,0.0609384929930014,0.5775101922024921,0.23849140597489604,0.0553382592319431,-0.16304307122431197,0.00915434489899666,0.29710936705398805,0.0332433849130373,-0.31202095771475397,0.13019097637173901,0.38095866476382106,-0.135463854510012,-0.335625537502157,0.0865313789966384,0.306975083828345,0.09951274164850099,-0.127609746257589,-0.163351175031289,0.0595859411659936,0.277378469485898,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,15
1.0,0.31429083941460995,0.27792787197124796,0.5563972193497421,0.174762884412777,0.0776836125841623,-0.0274804112134336,0.0277470697359965,0.27562314357815104,0.005240455496954529,-0.32102230586367103,0.131085193855894,0.407925310652049,-0.0946791569182922,-0.269607341269905,0.110642779846635,0.19080009743977397,0.018804826559023997,-0.0645491261980931,-0.12646020664134697,0.0410898309079098,0.15535184418926698,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,19
1.0,0.158409858882579,0.0533770757714531,0.5998075664545739,0.262743915075678,0.0705414315461557,-0.131815406296907,0.0190014333139528,0.256267962119621,0.10421449013494902,-0.28048651945229697,0.0396770602518126,0.3692115235742729,-0.10054836063213698,-0.37520190389234903,0.0555917550946939,0.30530338612297603,0.11214295272002,-0.0984645098777403,-0.21115345826981,-0.0131955483549408,0.20253695984718104,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,15
1.0,0.269339769360427,0.18126148587176602,0.6518942025529589,0.23237011680457398,0.0387505535520992,-0.048521227697217,0.137668554880427,0.299615343835723,0.025283849763382004,-0.30927034284168703,0.120014397779465,0.370144739647966,-0.15571401780813598,-0.28496200424879203,0.129726085292029,0.27227475699336,0.0454629829242213,-0.0798141397559688,-0.10334757826535601,0.0685954367377899,0.135644052748876,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,17
0.5190750810551339,1.0,0.6902191877025209,0.37069507460743206,0.156254688121785,0.5945586375147479,0.238431923175959,-0.165157314882558,0.252674603127078,0.297203802228987,-0.118736951661598,0.23768899711525798,0.31224550448772603,-0.0588288158639103,-0.0344880272333904,0.229772933952443,0.009775121025022291,-0.0993850788230941,0.0184279175574885,-0.070804404917086,-0.120322348640578,0.112585648359045,Hylidae,Hypsiboas,HypsiboasCordobae,41
1.0,0.335882811924022,-0.0235065256526031,-0.0549451412270513,-0.0457265072625968,0.24156126523657798,0.4813914107198621,0.21803625054941897,-0.199949504251315,-0.24696177767369398,-0.0802274951984506,-0.00671899059399074,0.153115353542457,0.29458599926563,0.12040787851140301,-0.169721331691422,-0.17569164917874697,-0.00224432821252228,0.0261719188474865,0.0232054410040451,0.15089214001244103,0.0927939724852779,Dendrobatidae,Ameerega,Ameeregatrivittata,12
1.0,0.17497976957223002,0.180070574864184,0.587027407899222,0.214507205479615,-0.0255617712566681,-0.14579157051585098,0.0523294501215045,0.267190952357107,-0.0111023246279928,-0.23154763659676603,0.175661582255013,0.279480405929695,-0.196941340648435,-0.16106066166224803,0.243959385956559,0.21875683179952202,-0.0817278508438735,-0.147239887984784,-0.0276615393367079,0.186647925742173,0.172966931575379,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,24
1.0,0.0895174345035896,0.0459154698895112,0.5042114062112311,0.162770286065932,0.100709917943338,-0.10228589695280998,-0.0304431837037877,0.24561522439938396,0.0646060683926967,-0.269933931019744,0.13574300209765597,0.41765993523103795,-0.11409333610865302,-0.35018966531601003,0.11197432546832001,0.26126467016598803,0.0250455518816658,-0.19704764219193302,-0.215446323597434,0.0393863529604247,0.272480817841394,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,15
1.0,0.0955289554558814,-0.00836777757046208,0.345500684824276,0.336296993569469,0.222048944927114,0.0479976986923484,-0.205013050712153,-0.20983461179897603,0.18454338596266698,0.303269625729361,-0.0637401892724278,-0.28049235854779103,0.0060277417894112895,0.240779428378284,0.0980398191537456,-0.0800840250406762,-0.0962932160601259,-0.0364654472590196,0.00814473618844724,0.150539541246259,0.125697700873915,Leptodactylidae,Adenomera,AdenomeraAndre,2
1.0,0.6168688711432609,0.732588767820655,0.458746374947729,-0.0313809798565182,0.0719197945815623,-0.0471980735902853,0.22422002800128601,0.32699784262508197,-0.212651254857673,0.093565798680799,0.5162410822368421,-0.137197039935727,-0.193639471383023,0.3317281016096,0.128296933511439,-0.0942839594775957,-0.0538510246245342,-0.06150609923498901,0.0792832318871944,0.0189458086617822,-0.20496955676032302,Hylidae,Hypsiboas,HypsiboasCinerascens,36
